1	15	5	1	432
2	15	5	1	548
3	15	5	1	557
4	15	5	1	706
5	15	5	1	1132
6	15	5	1	1370
7	15	5	1	1445
8	15	5	1	1681
9	15	5	1	2429
10	15	5	1	2486
11	15	5	1	2734
12	50	5	2	675
13	50	5	2	5575
14	50	5	2	6362
15	50	5	2	15098
16	50	5	2	16577
17	50	5	2	20010
18	50	5	2	21552
19	50	5	2	23745
20	50	5	2	27579
21	50	5	2	28658
22	50	5	2	33230
23	119	10	2	364
24	119	10	2	492
25	119	10	2	1003
26	119	10	2	2504
27	119	10	2	3340
28	119	10	2	3459
29	119	10	2	4278
30	119	10	2	4285
31	119	10	2	4766
32	119	10	2	5796
33	119	10	2	6078
34	143	5	1	145
35	143	5	1	736
36	143	5	1	926
37	143	5	1	1031
38	143	5	1	1246
39	143	5	1	1259
40	143	5	1	1271
41	143	5	1	1365
42	143	5	1	1576
43	143	5	1	1776
44	143	5	1	1785
45	177	5	1	75
46	177	5	1	305
47	177	5	1	490
48	177	5	1	648
49	177	5	1	967
50	177	5	1	1150
51	177	5	1	1208
52	177	5	1	1766
53	177	5	1	2050
54	177	5	1	3009
55	177	5	1	3858
56	212	5	1	7327
57	212	5	1	18184
58	212	5	1	19944
59	212	5	1	26888
60	212	5	1	27159
61	212	5	1	27817
62	212	5	1	34064
63	212	5	1	34996
64	212	5	1	43438
65	212	5	1	44677
66	212	5	1	46822
67	288	5	2	184
68	288	5	2	254
69	288	5	2	258
70	288	5	2	715
71	288	5	2	864
72	288	5	2	950
73	288	5	2	1032
74	288	5	2	1147
75	288	5	2	1273
76	288	5	2	1540
77	288	5	2	1803
78	295	13	1	848
79	295	13	1	1423
80	295	13	1	2723
81	295	13	1	2958
82	295	13	1	3466
83	295	13	1	3654
84	295	13	1	4066
85	295	13	1	4629
86	295	13	1	5586
87	295	13	1	5715
88	295	13	1	8033
89	315	5	2	146
90	315	5	2	156
91	315	5	2	219
92	315	5	2	478
93	315	5	2	750
94	315	5	2	778
95	315	5	2	853
96	315	5	2	903
97	315	5	2	1101
98	315	5	2	1150
99	315	5	2	1490
100	388	1	1	267
101	388	1	1	1055
102	388	1	1	2784
103	388	1	1	4958
104	388	1	1	7817
105	388	1	1	8497
106	388	1	1	10500
107	388	1	1	11610
108	388	1	1	15244
109	388	1	1	16799
110	388	1	1	18781
111	395	5	1	1303
112	395	5	1	1378
113	395	5	1	1815
114	395	5	1	2653
115	395	5	1	2937
116	395	5	1	4225
117	395	5	1	5302
118	395	5	1	5839
119	395	5	1	6164
120	395	5	1	6276
121	395	5	1	7640
122	449	5	1	88
123	449	5	1	171
124	449	5	1	955
125	449	5	1	1100
126	449	5	1	1271
127	449	5	1	1366
128	449	5	1	1637
129	449	5	1	2004
130	449	5	1	2180
131	449	5	1	2186
132	449	5	1	2245
133	530	10	2	315
134	530	10	2	480
135	530	10	2	1115
136	530	10	2	1370
137	530	10	2	1380
138	530	10	2	2171
139	530	10	2	2313
140	530	10	2	2346
141	530	10	2	2449
142	530	10	2	2476
143	530	10	2	2648
144	563	5	1	29
145	563	5	1	111
146	563	5	1	218
147	563	5	1	259
148	563	5	1	1209
149	563	5	1	1245
150	563	5	1	1280
151	563	5	1	2039
152	563	5	1	2121
153	563	5	1	2397
154	563	5	1	2498
155	614	10	2	282
156	614	10	2	581
157	614	10	2	595
158	614	10	2	878
159	614	10	2	2309
160	614	10	2	3000
161	614	10	2	4090
162	614	10	2	4821
163	614	10	2	5150
164	614	10	2	5483
165	614	10	2	5697
166	675	10	2	82
167	675	10	2	371
168	675	10	2	445
169	675	10	2	759
170	675	10	2	1192
171	675	10	2	1842
172	675	10	2	2300
173	675	10	2	2369
174	675	10	2	2942
175	675	10	2	3436
176	675	10	2	4252
177	677	10	2	758
178	677	10	2	806
179	677	10	2	2036
180	677	10	2	2520
181	677	10	2	2840
182	677	10	2	2921
183	677	10	2	2966
184	677	10	2	3378
185	677	10	2	3848
186	677	10	2	4397
187	677	10	2	4829
188	791	10	2	375
189	791	10	2	5114
190	791	10	2	6951
191	791	10	2	7246
192	791	10	2	8697
193	791	10	2	11522
194	791	10	2	13011
195	791	10	2	14608
196	791	10	2	16510
197	791	10	2	19192
198	791	10	2	22951
199	792	10	2	1786
200	792	10	2	2537
201	792	10	2	5388
202	792	10	2	5829
203	792	10	2	6402
204	792	10	2	7050
205	792	10	2	7052
206	792	10	2	7100
207	792	10	2	8453
208	792	10	2	8900
209	792	10	2	10676
210	857	0	2	7
211	857	0	2	26
212	857	0	2	27
213	857	0	2	49
214	857	0	2	50
215	857	0	2	59
216	857	0	2	62
217	857	0	2	65
218	857	0	2	76
219	857	0	2	77
220	857	0	2	94
221	949	2	1	195
222	949	2	1	388
223	949	2	1	664
224	949	2	1	679
225	949	2	1	816
226	949	2	1	850
227	949	2	1	1000
228	949	2	1	1460
229	949	2	1	1483
230	949	2	1	1556
231	949	2	1	1763
232	953	13	1	774
233	953	13	1	1024
234	953	13	1	1028
235	953	13	1	1339
236	953	13	1	1560
237	953	13	1	2602
238	953	13	1	3198
239	953	13	1	3250
240	953	13	1	5500
241	953	13	1	7050
242	953	13	1	9790
243	1001	13	2	944
244	1001	13	2	1160
245	1001	13	2	1162
246	1001	13	2	1919
247	1001	13	2	2600
248	1001	13	2	3842
249	1001	13	2	3849
250	1001	13	2	4204
251	1001	13	2	4264
252	1001	13	2	4334
253	1001	13	2	4378
254	1011	10	1	250
255	1011	10	1	1298
256	1011	10	1	2491
257	1011	10	1	3944
258	1011	10	1	4101
259	1011	10	1	5046
260	1011	10	1	5288
261	1011	10	1	5846
262	1011	10	1	6629
263	1011	10	1	8540
264	1011	10	1	8785
265	1018	10	1	373
266	1018	10	1	2760
267	1018	10	1	2906
268	1018	10	1	3081
269	1018	10	1	3161
270	1018	10	1	3276
271	1018	10	1	4079
272	1018	10	1	4585
273	1018	10	1	5867
274	1018	10	1	6348
275	1018	10	1	8144
276	1110	13	1	38
277	1110	13	1	320
278	1110	13	1	641
279	1110	13	1	647
280	1110	13	1	726
281	1110	13	1	751
282	1110	13	1	810
283	1110	13	1	960
284	1110	13	1	1082
285	1110	13	1	1419
286	1110	13	1	1883
287	1124	13	1	528
288	1124	13	1	1116
289	1124	13	1	4157
290	1124	13	1	4809
291	1124	13	1	5363
292	1124	13	1	5581
293	1124	13	1	6077
294	1124	13	1	6388
295	1124	13	1	6958
296	1124	13	1	8902
297	1124	13	1	12576
298	1132	5	1	5
299	1132	5	1	63
300	1132	5	1	91
301	1132	5	1	277
302	1132	5	1	353
303	1132	5	1	397
304	1132	5	1	599
305	1132	5	1	703
306	1132	5	1	719
307	1132	5	1	750
308	1132	5	1	759
309	1241	10	2	8372
310	1241	10	2	9263
311	1241	10	2	15371
312	1241	10	2	28000
313	1241	10	2	34759
314	1241	10	2	41477
315	1241	10	2	42810
316	1241	10	2	45228
317	1241	10	2	48358
318	1241	10	2	50463
319	1241	10	2	55138
320	1263	5	2	127
321	1263	5	2	235
322	1263	5	2	302
323	1263	5	2	404
324	1263	5	2	409
325	1263	5	2	640
326	1263	5	2	703
327	1263	5	2	800
328	1263	5	2	1369
329	1263	5	2	1513
330	1361	5	1	1307
331	1361	5	1	1439
332	1361	5	1	1800
333	1361	5	1	2021
334	1361	5	1	2518
335	1361	5	1	2609
336	1361	5	1	2766
337	1361	5	1	2873
338	1361	5	1	3155
339	1361	5	1	3240
340	1361	5	1	3272
341	1439	10	2	577
342	1439	10	2	741
343	1439	10	2	851
344	1439	10	2	1058
345	1439	10	2	2550
346	1439	10	2	2568
347	1439	10	2	2584
348	1439	10	2	2785
349	1439	10	2	3080
350	1439	10	2	3314
351	1439	10	2	5026
352	1461	5	1	417
353	1461	5	1	452
354	1461	5	1	505
355	1461	5	1	515
